Minutes Played,Goals,Assists,Passes,Key Passes,Big Chances Created,Shots,Shots on Target,Yellow Card,Red Card,Match Rating
90,0,0,18,0,0,0,0,0,0,7.2
90,1,0,18,0,0,1,1,0,0,7.1
90,0,0,18,0,0,2,1,0,0,7
90,0,0,18,1,0,0,0,0,0,7
90,0,0,18,0,0,0,0,0,0,7
90,1,0,18,0,0,4,2,0,0,7
90,0,0,18,1,0,3,0,0,0,6.9
90,0,0,18,0,0,0,0,0,0,6.9
90,0,0,18,1,0,1,1,0,0,6.9
90,0,0,18,0,0,3,0,0,0,6.6
90,0,0,18,0,0,1,0,0,0,6.5
90,0,0,18,0,0,0,0,0,0,6.5
90,0,0,18,1,0,0,0,0,0,6.5
90,0,0,18,0,0,0,0,0,0,6.5
90,0,0,18,1,0,0,0,0,0,6.5
90,0,0,18,0,0,4,0,0,0,6.4
90,1,0,18,0,0,4,2,0,0,6.2
90,0,0,18,0,0,0,0,0,0,5.6
90,0,1,17,4,2,0,0,1,0,7.9
90,1,0,17,0,0,4,2,1,0,7.1
90,0,0,17,2,0,4,1,1,0,7
90,0,0,17,0,0,2,0,1,0,6.8
90,1,0,17,0,0,5,3,1,0,6.8
90,0,0,17,2,0,0,0,1,0,6.5
90,0,0,17,1,0,3,1,1,0,6.5
90,0,0,17,0,0,0,0,1,0,6.3
90,0,0,17,0,0,0,0,1,0,5.3
90,1,1,17,1,1,3,2,0,0,8.9
90,2,0,17,4,1,9,4,0,0,8.8
90,0,0,17,3,1,1,0,0,0,7.5
90,0,1,17,2,1,1,0,0,0,7.3
90,0,0,17,0,0,2,2,0,0,7.3
90,0,0,17,0,0,0,0,0,0,7.3
90,0,0,17,0,0,0,0,0,0,7.2
90,0,0,17,2,0,0,0,0,0,7.2
90,0,0,17,2,0,5,1,0,0,7.2
90,0,0,17,0,0,3,1,0,0,7.1
90,0,0,17,1,0,1,0,0,0,7
90,0,0,17,0,0,3,2,0,0,7
90,0,0,17,0,0,9,2,0,0,6.9
90,0,0,17,2,0,2,0,0,0,6.9
90,0,0,17,0,0,2,0,0,0,6.8
90,0,0,17,0,0,0,0,0,0,6.8
90,0,0,17,1,0,1,0,0,0,6.8
90,0,0,17,0,0,0,0,0,0,6.8
90,0,0,17,0,0,4,0,0,0,6.7
90,0,0,17,0,0,0,0,0,0,6.7
90,0,0,17,0,0,0,0,0,0,6.6
90,0,0,17,0,0,0,0,0,0,6.5
90,1,0,17,2,1,4,2,0,0,6.4
90,0,0,17,0,0,4,2,0,0,6.4
90,0,0,17,0,0,0,0,0,0,6.3
90,0,0,17,2,1,0,0,0,0,6.2
90,0,0,17,0,0,1,0,0,0,6.1
90,0,0,17,0,0,1,1,0,0,6.1
90,0,0,17,0,0,0,0,0,0,5.9
90,0,0,17,0,0,1,0,0,0,5.9
90,2,0,17,0,0,6,5,0,0,9.8
90,0,1,16,3,1,1,0,1,0,6.9
90,0,0,16,0,0,2,0,1,0,6.5
90,0,0,16,0,0,0,0,1,0,6.1
90,0,0,16,0,0,0,0,1,0,6.7
90,2,0,16,0,0,2,2,0,0,8.5
90,2,0,16,1,0,4,3,0,0,8.3
90,1,1,16,2,0,2,1,0,0,8.2
90,0,0,16,1,1,6,2,0,0,7.8
90,2,0,16,0,0,3,2,0,0,7.8
90,2,0,16,0,0,4,3,0,0,7.7
90,0,0,16,1,0,2,1,0,0,7.5
90,1,0,16,1,0,3,2,0,0,7.5
90,0,0,16,1,1,2,0,0,0,7.2
90,0,0,16,0,0,1,0,0,0,7.2
90,0,0,16,1,0,2,1,0,0,7.1
90,0,1,16,1,1,0,0,0,0,7
90,0,0,16,2,0,4,1,0,0,7
90,0,0,16,2,2,0,0,0,0,7
90,0,0,16,0,0,1,0,0,0,7
90,0,0,16,1,0,0,0,0,0,6.9
90,0,1,16,2,0,1,0,0,0,6.8
90,0,0,16,0,0,1,1,0,0,6.8
90,0,0,16,1,1,0,0,0,0,6.7
90,0,0,16,0,0,0,0,0,0,6.7
90,0,0,16,0,0,0,0,0,0,6.7
90,0,0,16,1,0,3,1,0,0,6.6
90,0,0,16,1,0,0,0,0,0,6.6
90,0,0,16,0,0,1,1,0,0,6.6
90,0,0,16,1,0,1,1,0,0,6.6
90,0,0,16,0,0,1,0,0,0,6.5
90,0,0,16,2,0,1,0,0,0,6.5
90,0,0,16,0,0,2,1,0,0,6.4
90,0,0,16,1,0,0,0,0,0,6.4
90,0,0,16,0,0,2,0,0,0,6.3
90,0,0,16,0,0,0,0,0,0,6.3
90,0,0,16,0,0,0,0,0,0,6.3
90,0,0,16,0,0,0,0,0,0,5.9
90,0,0,15,0,0,0,0,1,0,6.9
90,1,0,15,0,0,6,2,1,0,6.7
90,0,0,15,0,0,0,0,1,0,6.2
90,0,0,15,0,0,0,0,1,0,5.8
90,3,0,15,1,1,6,5,0,0,9.7
90,2,0,15,1,0,4,2,0,0,8.4
90,1,0,15,4,1,3,1,0,0,7.8
90,0,0,15,1,0,3,3,0,0,7.5
90,0,0,15,0,0,0,0,0,0,7.4
90,0,0,15,0,0,1,1,0,0,7.3
90,0,0,15,2,0,2,1,0,0,7.2
90,0,0,15,2,1,0,0,0,0,7
90,1,0,15,1,0,4,3,0,0,7
90,0,1,15,2,0,0,0,0,0,6.7
90,0,0,15,0,0,0,0,0,0,6.7
90,0,0,15,0,0,2,0,0,0,6.6
90,1,0,15,2,0,2,1,0,0,6.6
90,0,0,15,1,0,0,0,0,0,6.6
90,0,0,15,0,0,1,0,0,0,6.5
90,0,0,15,0,0,0,0,0,0,6.5
90,0,0,15,1,0,1,0,0,0,6.5
90,0,0,15,0,0,0,0,0,0,6.5
90,0,0,15,0,0,0,0,0,0,6.4
90,0,0,15,0,0,0,0,0,0,6.3
90,0,0,15,0,0,1,0,0,0,6.2
90,0,0,15,0,0,0,0,0,0,6.1
90,0,0,15,0,0,0,0,0,0,5.8
90,0,0,14,0,0,0,0,1,0,6.6
90,0,0,14,1,1,0,0,1,0,6.4
90,0,0,14,0,0,1,0,1,0,6.4
90,0,0,14,1,0,2,0,1,0,6.4
90,0,0,14,0,0,1,0,1,0,5.8
90,1,1,14,2,0,5,1,0,0,8.3
90,0,1,14,2,1,0,0,0,0,7.8
90,1,0,14,1,0,1,1,0,0,7.6
90,0,0,14,1,0,0,0,0,0,7.6
90,1,0,14,0,0,2,1,0,0,7.3
90,1,0,14,1,0,3,3,0,0,7.3
90,0,0,14,0,0,2,0,0,0,7.1
90,0,0,14,2,0,3,0,0,0,7.1
90,0,1,14,3,0,3,1,0,0,7.1
90,0,0,14,1,0,3,0,0,0,7.1
90,1,0,14,1,1,3,2,0,0,7
90,0,0,14,1,0,2,2,0,0,6.9
90,0,0,14,0,0,0,0,0,0,6.8
90,0,0,14,1,0,4,0,0,0,6.7
90,0,0,14,0,0,0,0,0,0,6.7
90,0,0,14,0,0,0,0,0,0,6.6
90,0,0,14,1,0,1,0,0,0,6.5
90,0,0,14,1,1,1,0,0,0,6.5
90,0,0,14,1,0,1,0,0,0,6.4
90,0,0,14,0,0,0,0,0,0,6.3
90,0,0,14,0,0,1,0,0,0,6.2
90,0,0,14,0,0,0,0,0,0,6.2
90,0,0,14,0,0,2,0,0,0,6.2
90,0,0,14,0,0,1,1,0,0,6.1
90,0,0,14,1,0,0,0,0,0,6
90,0,1,14,4,0,2,0,0,0,6.7
90,0,0,14,1,0,2,0,0,0,6.8
90,1,0,13,3,0,2,1,1,0,7.4
90,0,1,13,1,1,2,0,1,0,7.1
90,0,0,13,0,0,1,0,1,0,6.7
90,0,0,13,1,1,1,0,1,0,6.7
90,0,0,13,3,0,4,0,1,0,6.5
90,3,0,13,0,0,4,3,0,0,9.3
90,2,0,13,2,1,6,3,0,0,9.3
90,2,1,13,1,1,2,2,0,0,9.1
90,2,0,13,0,0,6,4,0,0,8.4
90,1,0,13,0,0,4,2,0,0,7.9
90,1,0,13,1,0,3,2,0,0,7.7
90,1,1,13,1,1,1,1,0,0,7.5
90,0,0,13,1,0,3,1,0,0,7.5
90,0,1,13,1,1,4,3,0,0,7.3
90,1,0,13,0,0,4,2,0,0,7.3
90,0,0,13,0,0,1,1,0,0,7.2
90,0,0,13,0,0,0,0,0,0,7.2
90,0,0,13,1,0,0,0,0,0,6.9
90,0,0,13,1,1,3,0,0,0,6.9
90,0,0,13,0,0,0,0,0,0,6.8
90,0,0,13,0,0,0,0,0,0,6.8
90,0,0,13,1,0,1,0,0,0,6.8
90,0,0,13,1,0,3,0,0,0,6.7
90,0,0,13,2,0,0,0,0,0,6.4
90,0,0,13,2,0,1,1,0,0,6.3
90,0,0,13,0,0,0,0,0,0,6.3
90,0,0,13,0,0,3,0,0,0,6.3
90,0,0,13,1,1,1,1,0,0,6.2
90,0,0,13,1,0,0,0,0,0,6.2
90,0,0,13,1,0,3,0,0,0,6.1
90,0,0,13,1,0,0,0,0,0,6
90,1,0,12,1,0,3,1,0,0,7.3
90,1,0,12,1,0,6,5,0,0,7.2
90,0,0,12,0,0,1,0,0,0,7.2
90,0,0,12,1,0,0,0,0,0,7.1
90,0,0,12,0,0,1,0,0,0,7
90,0,0,12,3,0,1,0,0,0,6.9
90,0,0,12,0,0,0,0,0,0,6.9
90,0,0,12,2,0,0,0,0,0,6.9
90,0,0,12,0,0,3,1,0,0,6.9
90,0,0,12,0,0,1,1,0,0,6.9
90,0,0,12,0,0,1,0,0,0,6.9
90,0,1,12,3,0,0,0,0,0,6.7
90,0,0,12,1,0,0,0,0,0,6.6
90,0,0,12,0,0,2,1,0,0,6.5
90,0,0,12,0,0,0,0,0,0,6.3
90,0,0,12,0,0,0,0,0,0,6
90,0,0,12,0,0,0,0,0,0,5.7
90,0,0,12,0,0,0,0,0,0,5.6
90,1,0,11,1,0,7,4,0,0,8
90,1,0,11,0,0,2,1,0,0,7.4
90,0,0,11,0,0,0,0,0,0,7.4
90,0,0,11,0,0,1,0,0,0,7.2
90,1,0,11,0,0,2,1,0,0,7.2
90,1,0,11,0,0,2,1,0,0,7
90,0,0,11,3,0,0,0,0,0,7
90,0,0,11,1,0,3,1,0,0,6.9
90,0,0,11,0,0,4,1,0,0,6.8
90,0,0,11,0,0,2,0,0,0,6.7
90,0,0,11,0,0,0,0,0,0,6.6
90,0,0,11,0,0,1,0,0,0,6.5
90,0,0,11,0,0,0,0,0,0,6.4
90,0,0,11,2,0,4,1,0,0,6.1
90,0,0,11,0,0,0,0,0,0,6.1
90,0,0,11,0,0,0,0,0,0,5.7
90,0,0,10,0,0,1,1,1,0,6.2
90,1,2,10,3,3,3,1,0,0,9
90,1,0,10,1,1,2,1,0,0,7.8
90,1,0,10,3,0,2,1,0,0,7.3
90,1,0,10,2,1,2,2,0,0,7.1
90,1,0,10,0,0,2,1,0,0,7.1
90,0,0,10,0,0,0,0,0,0,7
90,0,0,10,0,0,0,0,0,0,7
90,0,0,10,0,0,0,0,0,0,6.9
90,0,0,10,1,0,3,1,0,0,6.7
90,0,0,10,1,0,1,1,0,0,6.6
90,0,0,10,0,0,1,0,0,0,6.6
90,0,0,10,1,1,4,2,0,0,6.5
90,0,0,10,1,0,0,0,0,0,6.5
90,0,0,10,0,0,0,0,0,0,6.5
90,0,0,10,0,0,1,0,0,0,6.4
90,0,1,10,1,1,0,0,0,0,6.3
90,0,0,10,0,0,2,1,0,0,6.2
90,0,0,10,1,0,1,0,0,0,6.1
90,0,0,10,0,0,0,0,0,0,6
90,0,0,10,1,0,3,1,0,0,5.9
90,0,0,10,0,0,0,0,0,0,5.9
90,0,0,10,1,0,2,0,0,0,6.9
90,0,0,9,0,0,3,1,1,0,6.8
90,0,2,9,2,2,1,0,0,0,8.1
90,1,0,9,0,0,3,1,0,0,7.2
90,0,0,9,1,1,3,0,0,0,7.1
90,0,0,9,2,0,1,0,0,0,6.8
90,0,0,9,0,0,2,0,0,0,6.6
90,0,0,9,0,0,0,0,0,0,6.2
90,1,0,8,1,0,3,1,1,0,7.4
90,0,0,8,0,0,1,1,1,0,7.3
90,3,0,8,1,1,5,4,0,0,9.6
90,0,0,8,2,0,4,2,0,0,7.2
90,0,0,8,0,0,0,0,0,0,6.7
90,0,0,8,0,0,1,1,0,0,6.4
90,0,0,8,0,0,0,0,0,0,6
90,1,0,7,2,2,2,1,1,0,7.5
90,1,0,7,1,0,1,1,1,0,7.3
90,1,0,7,1,1,2,1,0,0,7.3
90,0,1,7,1,0,1,1,0,0,7.2
90,0,0,7,0,0,0,0,0,0,7
90,0,0,7,1,0,3,1,0,0,6.9
90,0,0,7,1,0,2,1,0,0,6.5
90,0,0,7,0,0,0,0,0,0,6.2
90,0,0,7,0,0,0,0,0,0,6.2
90,0,0,7,1,0,3,2,0,0,6.1
90,2,0,7,3,0,11,7,0,0,9.5
90,1,0,7,0,0,1,1,0,0,7
90,2,1,6,1,1,3,2,0,0,8.9
90,2,0,6,0,0,6,4,0,0,8.4
90,0,0,6,1,0,4,1,0,0,7.1
90,0,0,5,1,0,2,1,1,0,6.9
90,1,1,5,3,1,3,2,0,0,8.1
90,0,0,5,0,0,1,0,0,0,6.8
90,0,0,5,0,0,1,0,0,0,6.4
90,0,0,5,0,0,0,0,0,0,6
90,1,0,4,0,0,6,5,0,0,7.5
90,1,0,4,0,0,4,2,0,0,7
90,0,0,4,0,0,2,0,0,0,6.4
90,1,0,3,0,0,2,2,1,0,7.4
90,0,0,3,0,0,0,0,1,0,5.9
90,0,0,3,1,1,1,0,0,0,7.2
90,0,0,3,0,0,1,0,0,0,7.1
89,0,0,102,1,0,0,0,0,0,7.4
89,0,0,101,1,0,2,0,0,0,7.6
89,0,0,93,1,0,1,0,0,0,7.5
89,1,1,80,4,2,4,1,0,0,9.6
89,0,1,76,3,1,1,0,0,0,8.4
89,0,0,72,0,0,0,0,1,0,7.2
89,1,0,70,1,0,1,1,0,0,7.5
89,0,0,68,1,0,0,0,1,0,7.1
89,0,0,67,2,0,0,0,1,0,7.3
89,0,1,64,2,0,0,0,0,0,7.4
89,0,0,63,0,0,1,0,1,0,7.3
89,0,0,63,1,0,0,0,0,0,7.1
89,0,0,62,1,0,0,0,0,0,7.5
89,0,0,58,1,0,5,3,1,0,8
89,0,0,58,2,0,1,1,0,0,7.6
89,0,0,57,4,1,1,1,0,0,7.6
89,0,0,56,2,0,0,0,1,0,7
89,0,0,56,1,0,1,0,0,0,7.1
89,0,0,56,1,0,2,0,0,0,6.9
89,0,0,55,5,1,0,0,0,0,7.8
89,0,0,54,0,0,0,0,0,0,7
89,0,0,51,0,0,0,0,1,0,7.6
89,0,0,51,1,0,2,0,0,0,7.2
89,0,0,51,0,0,1,1,0,0,7.2
89,0,1,50,2,1,1,0,1,0,7.3
89,1,0,50,3,0,2,1,0,0,7.9
89,0,0,50,2,0,0,0,0,0,7.6
89,0,1,48,2,1,0,0,0,0,7.6
89,0,0,48,0,0,1,0,0,0,7.1
89,1,0,47,0,0,1,1,1,0,7.5
89,1,1,45,2,1,2,2,0,0,8.5
89,1,0,45,4,1,1,1,0,0,7.5
89,1,0,45,4,1,1,1,0,0,7.5
89,0,0,45,1,0,0,0,0,0,7.1
89,0,1,44,3,2,4,2,1,0,9.3
89,0,0,43,3,1,0,0,0,0,7.3
89,0,0,43,0,0,1,0,0,0,7.1
89,0,0,43,0,0,0,0,0,0,7.1
89,0,0,43,0,0,0,0,0,0,7.1
89,1,0,42,4,0,1,1,0,0,7.8
89,0,0,42,0,0,0,0,0,0,6.6
89,0,1,41,4,0,5,1,0,0,8
89,0,0,41,1,1,1,0,0,0,7.3
89,0,0,41,0,0,0,0,0,0,6.7
89,1,1,40,3,1,5,1,0,0,9.2
89,0,1,40,3,0,1,0,0,0,7.3
89,0,0,40,0,0,0,0,0,0,6.9
89,0,0,39,5,1,0,0,0,0,7.5
89,0,0,39,0,0,0,0,0,0,6.4
89,0,0,38,1,0,5,2,0,0,7.6
89,0,1,38,4,1,5,2,0,0,7.9
89,0,0,37,0,0,0,0,0,0,7.4
89,0,0,34,0,0,0,0,0,0,6.7
89,1,1,33,2,1,3,1,0,0,8.6
89,0,0,33,1,0,0,0,0,0,6.7
89,0,0,32,1,1,1,0,0,0,7.5
89,1,0,32,1,0,2,1,0,0,7
89,0,0,31,6,0,0,0,1,0,7.3
89,0,0,31,1,0,5,2,1,0,7.1
89,1,1,31,3,1,2,1,0,0,7.9
89,0,1,31,2,1,2,1,0,0,7.7
89,0,0,31,1,0,1,0,0,0,7.1
89,0,0,31,1,0,4,0,0,0,7.1
89,0,0,31,2,0,3,0,0,0,7
89,0,1,31,3,0,1,0,0,0,7
89,0,0,31,1,0,1,0,0,0,6.9
89,0,0,31,1,0,0,0,0,0,6.8
89,1,0,29,3,1,3,2,0,0,7.3
89,0,0,29,0,0,0,0,0,0,7.2
89,0,0,29,2,1,5,1,0,0,7.2
89,0,1,29,1,0,2,0,0,0,7
89,0,0,28,1,1,2,0,1,0,7.2
89,2,0,28,3,0,5,3,0,0,8.9
89,0,0,28,0,0,0,0,0,0,6.8
89,0,0,28,2,0,1,0,0,0,6.8
89,1,0,27,2,0,3,2,0,0,8.2
89,1,0,27,0,0,2,1,0,0,7.4
89,0,0,26,2,0,1,0,0,0,6.9
89,2,0,25,1,0,4,3,0,0,9.2
89,0,1,25,3,2,2,0,0,0,7.8
89,0,0,25,3,1,3,0,0,0,7.6
89,0,0,25,1,0,0,0,0,0,6.5
89,2,0,24,1,0,5,4,1,0,9.5
89,1,0,24,0,0,4,3,0,0,7.3
89,0,0,24,2,0,0,0,0,0,7
89,0,0,24,0,0,0,0,0,0,6.8
89,1,0,23,2,0,3,3,1,0,7.8
89,1,0,23,1,0,3,1,1,0,7.5
89,1,0,23,1,0,2,1,0,0,7.7
89,0,1,23,2,1,2,2,0,0,7.5
89,0,0,23,3,0,8,2,0,0,7.4
89,0,0,23,0,0,6,0,0,0,6.5
89,0,2,23,6,2,0,0,0,0,8.7
89,1,0,22,2,0,7,3,1,0,8
89,1,0,22,2,0,7,3,1,0,8
89,0,1,22,2,1,0,0,0,0,7.4
89,0,0,22,0,0,1,0,0,0,6.6
89,1,0,21,0,0,3,1,1,0,7.9
89,0,0,21,1,1,0,0,0,0,5.8
89,0,0,20,1,0,3,1,0,0,7
89,1,1,19,2,1,4,2,1,0,8.1
89,0,0,18,0,0,3,2,0,0,7.6
89,0,0,18,0,0,0,0,0,0,6.4
89,1,0,17,1,0,3,1,1,0,7.4
89,1,0,17,1,0,3,1,1,0,7.4
89,0,0,17,0,0,1,1,1,0,6.2
89,0,0,17,0,0,0,0,1,0,6.4
89,0,1,17,2,1,0,0,0,0,7.8
89,0,0,17,0,0,1,1,0,0,6.6
89,0,0,17,1,0,2,0,0,0,6.5
89,0,0,17,1,0,0,0,0,0,6.1
89,0,0,17,1,0,0,0,0,0,6.1
89,0,0,17,0,0,0,0,0,0,6.1
89,1,1,15,1,1,3,1,0,0,8
89,0,0,15,1,0,5,2,0,0,7.9
89,0,0,15,3,0,0,0,0,0,6.7
89,0,0,15,0,0,0,0,0,0,6.3
89,3,0,14,1,0,5,4,0,0,9.4
89,0,0,14,0,0,0,0,0,0,6
89,0,1,13,1,1,0,0,0,0,6.9
89,0,0,12,1,1,3,0,0,0,6.4
89,0,0,11,1,0,1,0,0,0,6.9
89,0,0,11,2,0,2,0,0,0,6.9
89,1,0,10,1,1,4,1,0,0,7.6
89,0,0,10,3,1,1,0,0,0,7.2
89,1,0,10,0,0,4,2,0,0,7.1
89,0,0,9,0,0,0,0,1,0,6.6
89,0,0,9,0,0,0,0,0,0,6.5
89,3,0,7,0,0,7,4,0,0,9.2
89,0,0,7,1,0,4,3,0,0,6.1
88,0,0,77,2,1,0,0,0,0,7.3
88,1,0,74,0,0,3,1,1,0,8.4
88,0,0,68,6,1,6,2,1,0,8.4
88,0,2,66,3,3,0,0,0,0,8.8
88,0,0,62,2,0,0,0,0,0,7.6
88,0,1,54,3,2,2,1,1,0,7.6
88,0,0,54,0,0,3,1,0,0,7.8
88,1,0,45,3,1,3,2,1,0,8.7
88,0,0,43,1,0,1,0,0,0,7.6
88,0,0,40,1,1,1,0,1,0,6.3
88,2,0,39,3,1,2,0,0,0,8.5
88,0,0,36,3,1,2,0,1,0,6.6
88,1,0,36,3,1,2,1,0,0,7
88,1,0,34,2,1,5,1,0,0,8.3
88,0,0,33,1,0,1,0,0,0,7.2
88,0,2,31,3,1,1,1,0,0,8.2
88,0,1,31,6,0,2,0,0,0,7.2
88,0,0,31,0,0,2,0,0,0,7.1
88,0,0,28,1,0,0,0,0,0,6.7
88,0,1,27,2,0,1,1,0,0,7.7
88,0,1,27,2,1,2,1,0,0,7.2
88,3,0,26,2,1,5,3,0,0,9.3
88,1,0,26,0,0,1,1,0,0,7.4
88,0,0,24,2,0,1,0,0,0,7
88,0,0,24,1,0,1,0,0,0,6.9
88,1,0,23,2,1,3,2,0,0,7.8
88,1,0,23,3,0,4,2,0,0,7.7
88,0,0,22,0,0,0,0,1,0,6.4
88,0,0,22,2,0,2,0,0,0,6.9
88,0,0,19,0,0,1,0,1,0,6.1
88,0,0,18,1,0,0,0,0,0,6.8
88,0,0,16,1,0,5,1,0,0,6.7
88,0,1,15,4,1,2,1,0,0,8.1
88,0,0,15,3,0,3,1,0,0,7.2
88,0,0,15,0,0,0,0,0,0,6.4
88,0,0,14,1,0,3,1,0,0,5.8
88,0,0,11,1,0,0,0,0,0,6.7
88,0,0,10,0,0,1,0,1,0,6.4
88,2,0,10,2,0,7,2,0,0,9.3
88,0,0,10,1,0,3,1,0,0,7.1
88,1,0,10,1,0,1,1,0,0,6.8
88,1,0,10,0,0,4,3,0,0,6.4
87,0,0,79,1,0,0,0,0,0,7.3
87,0,0,65,0,0,0,0,2,1,6.7
87,0,0,64,0,0,0,0,1,0,6.7
87,1,0,59,1,0,2,2,0,0,8.6
87,0,0,54,0,0,0,0,0,0,7.1
87,0,2,47,4,0,2,1,0,0,7.6
87,0,0,45,2,1,1,0,0,0,7.4
87,0,0,45,0,0,0,0,0,0,6.6
87,0,0,42,1,1,0,0,0,0,7.5
87,0,0,41,0,0,0,0,0,0,6.8
87,1,0,39,2,1,1,1,0,0,7.9
87,2,0,36,0,0,4,4,1,0,8.9
87,0,0,36,3,1,2,2,0,0,7.5
87,0,0,34,0,0,0,0,0,0,6.6
87,0,0,32,0,0,2,0,0,0,7.1
87,0,0,31,2,0,0,0,0,0,6.8
87,0,0,30,0,0,0,0,0,0,6.5
87,0,0,30,0,0,0,0,0,0,6.5
87,1,0,29,2,0,5,3,0,0,7.2
87,0,0,28,3,0,2,2,0,0,7.4
87,0,0,28,1,0,0,0,0,0,6.8
87,1,0,27,4,1,3,1,0,0,8.3
87,0,0,26,0,0,0,0,0,0,6.6
87,0,1,24,2,0,1,1,0,0,7.3
87,0,0,24,0,0,2,1,0,0,6.4
87,0,1,23,1,1,0,0,0,0,7.1
87,0,0,23,0,0,2,0,0,0,6.8
87,1,0,20,0,0,1,1,0,0,6.9
87,0,0,18,2,0,0,0,0,0,7.5
87,0,0,18,2,1,0,0,0,0,7.2
87,0,0,18,2,0,4,3,0,0,6.7
87,2,0,16,1,0,5,4,0,0,9.6
87,1,0,16,0,0,4,3,0,0,7.2
87,0,0,15,1,0,5,3,0,0,6.6
87,0,0,14,0,0,1,0,1,0,6.2
87,0,1,12,2,2,1,0,0,0,7.5
87,0,0,12,1,0,4,2,0,0,6.3
87,0,0,11,1,0,1,1,0,0,6.9
87,0,0,11,1,0,2,0,0,0,6.8
87,1,1,10,1,1,3,1,0,0,7.7
87,0,0,8,0,0,3,1,0,0,6.8
86,0,0,99,6,5,1,1,0,0,8.9
86,0,1,91,4,0,2,2,0,0,8.2
86,0,0,73,0,0,0,0,0,0,6.8
86,0,0,69,0,0,0,0,0,0,6.8
86,0,0,58,3,0,0,0,1,0,7.1
86,0,0,57,2,1,0,0,1,0,6.6
86,0,0,57,0,0,0,0,0,0,7.1
86,0,0,56,1,0,0,0,0,0,7.3
86,1,0,55,2,1,2,2,0,0,7.8
86,0,0,51,2,0,2,0,0,0,7.1
86,0,0,45,0,0,0,0,0,0,6.8
86,0,1,41,3,2,4,1,0,0,7.8
86,0,0,38,1,1,0,0,0,0,6.5
86,1,0,36,1,0,1,1,0,0,8.1
86,0,0,35,1,0,0,0,0,0,6.8
86,0,0,33,2,0,1,0,0,0,6.9
86,0,0,32,0,0,0,0,1,0,7
86,0,0,31,3,0,1,1,0,0,7.2
86,0,0,30,2,1,2,1,0,0,6.2
86,0,0,29,0,0,0,0,1,0,6.2
86,0,0,29,0,0,0,0,1,0,6
86,0,1,27,1,0,1,0,1,0,7.6
86,0,0,27,0,0,4,2,0,0,7.6
86,0,1,26,1,0,0,0,0,0,6.9
86,0,0,25,1,0,0,0,0,0,6.4
86,0,0,24,0,0,1,1,0,0,7.2
86,0,0,24,0,0,4,3,0,0,6.7
86,0,1,23,2,0,1,0,0,0,7.5
86,2,0,21,1,0,3,3,1,0,8.9
86,0,0,20,2,0,0,0,0,0,6.5
86,0,0,19,0,0,1,0,0,0,6.9
86,0,1,18,2,1,1,0,0,0,7.4
86,0,0,18,1,0,1,1,0,0,6.2
86,0,0,16,0,0,2,0,0,0,6.8
86,0,0,15,0,0,3,2,1,0,5.6
86,0,0,15,0,0,0,0,0,0,6.5
86,0,0,15,0,0,1,0,0,0,6
86,1,0,12,2,0,6,2,0,0,7.5
86,0,0,11,0,0,1,1,0,0,7.3
86,0,0,11,2,1,2,1,0,0,6.8
86,0,0,10,2,1,4,1,0,0,6.7
86,1,0,5,0,0,3,1,0,0,7.3
85,0,0,102,0,0,0,0,1,0,6.8
85,0,0,77,0,0,0,0,0,0,7.4
85,0,0,57,0,0,0,0,0,0,7.1
85,0,0,55,1,0,0,0,0,0,7.7
85,0,0,54,2,0,3,2,0,0,6.8
85,0,0,45,1,0,2,1,0,0,6.9
85,0,0,42,0,0,0,0,0,0,6.8
85,0,0,39,1,0,1,0,1,0,6.8
85,0,0,39,2,0,0,0,0,0,6.9
85,1,1,37,1,0,2,2,0,0,7.7
85,0,0,37,2,1,3,3,0,0,7.2
85,0,0,36,0,0,0,0,1,0,6.2
85,0,0,36,2,1,1,1,0,0,7.3
85,0,1,34,2,1,1,1,0,0,7.6
85,0,1,34,1,0,1,1,0,0,6.9
85,0,1,30,3,1,1,0,0,0,7.6
85,0,0,30,3,1,1,0,0,0,7.1
85,0,0,29,2,0,0,0,0,0,6.5
85,0,0,28,1,0,1,0,0,0,6.7
85,0,0,28,0,0,1,0,0,0,6
85,0,0,27,2,0,1,0,0,0,6.9
85,0,0,26,1,0,1,0,0,0,7.3
85,0,0,26,1,0,2,1,0,0,7.3
85,0,0,26,0,0,0,0,0,0,6.9
85,0,0,25,4,0,2,2,0,0,7.4
85,0,0,24,1,1,2,0,0,0,6.8
85,0,0,23,1,0,1,1,0,0,7.2
85,1,0,23,0,0,3,1,0,0,6.9
85,0,0,18,2,0,0,0,0,0,6.6
85,0,0,18,0,0,3,2,0,0,6.5
85,0,0,16,2,0,2,0,0,0,6.9
85,0,0,16,1,0,2,0,0,0,6.8
85,0,0,15,1,0,3,1,1,0,6.4
85,2,0,15,0,0,2,2,0,0,8.2
85,0,0,15,1,0,3,1,0,0,6.7
85,1,0,11,1,0,3,1,0,0,7.4
85,1,0,11,1,0,3,1,0,0,7.4
85,0,0,11,0,0,3,1,0,0,6.7
85,0,1,10,2,0,1,0,0,0,7.2
85,0,0,8,0,0,1,0,0,0,5.7
85,0,0,7,0,0,1,0,0,0,6.6
84,1,1,96,2,1,2,1,0,0,8.7
84,0,0,88,3,2,1,1,1,0,7.6
84,0,0,84,3,0,2,1,0,0,7.8
84,0,1,75,2,1,1,0,0,0,7.9
84,0,0,70,0,0,2,1,0,0,7.7
84,0,0,54,3,2,4,2,0,0,8
